activityId,processId,templateId,displayName,description,taskId,conditionalGroupName,conditionalGroupOption,diagram_x,diagram_y,schematic_x,schematic_y,createdDateTime,lastUpdatedDateTime,status,progress,plannedStartDateTime,plannedCompleteDateTime,predictedStartDateTime,predictedCompleteDateTime,actualStartDateTime,actualCompleteDateTime,actualDuration,typicalDuration,maximumDuration,slaViolation,slaViolationDateTime,application,applicationCode,applicationMessage,isError,hadError,errorCode,errorMessage,value,milestoneId,releasePolicy,action,plannedActivationDateTime,plannedReleaseDateTime,predictedActivationDateTime,predictedReleaseDateTime,actualActivationDateTime,actualReleaseDateTime,activated,released,sequence,initialMilestoneId,terminalMilestoneId,errorCount,transitionId,initialActivityId,terminalActivityId,processObjectType,uniqueId
Third-PartyLogging,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,Third-Party Logging,Third-Party Logging description,ThirdParty,,,450,50,350,125,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:57.702+0100,Completed,On Time,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:57.702+0100,3000,3000,6000,false,,,,,false,false,,,84534.65,,,,,,,,,,,,,,,,,,,Activity,Activity-Third-PartyLogging
InboundInvoice,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,Inbound Invoice,Inbound Invoice description,,,,50,50,50,50,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,Completed,On Time,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,10000,10000,20000,false,,,,,false,false,,,84534.65,,,,,,,,,,,,,,,,,,,Activity,Activity-InboundInvoice
Third-PartyLogging,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:57.702+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:57.702+0100,true,true,,,,,,,,Milestone,Activity-Third-PartyLogging|Milestone-End
SendToPartner,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:57.702+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,All Activated,,2023-10-17 16:37:55.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:55.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:55.702+0100,2023-10-17 16:37:57.702+0100,true,true,,,,,,,,Milestone,Activity-SendToPartner|Milestone-Start
Third-PartyValidation,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,true,true,,,,,,,,Milestone,Activity-Third-PartyValidation|Milestone-Start
BackupDocument,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:49.702+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:49.702+0100,true,true,,,,,,,,Milestone,Activity-BackupDocument|Milestone-Start
SendToPartner,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:34.702+0100,Pending,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:38:05.702+0100,2023-10-17 16:38:05.702+0100,2023-10-17 16:38:05.702+0100,2023-10-17 16:38:05.702+0100,,,false,false,,,,,,,,Milestone,Activity-SendToPartner|Milestone-End
InboundInvoice,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:34.702+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:34.702+0100,true,true,,,,,,,,Milestone,Activity-InboundInvoice|Milestone-Start
ValidateInvoice,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,true,true,,,,,,,,Milestone,Activity-ValidateInvoice|Milestone-Start
Third-PartyValidation,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:54.702+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:54.702+0100,true,true,,,,,,,,Milestone,Activity-Third-PartyValidation|Milestone-End
BackupDocument,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:55.702+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:55.702+0100,2023-10-17 16:37:55.702+0100,2023-10-17 16:37:55.702+0100,2023-10-17 16:37:55.702+0100,2023-10-17 16:37:55.702+0100,2023-10-17 16:37:55.702+0100,true,true,,,,,,,,Milestone,Activity-BackupDocument|Milestone-End
SignDocument,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:49.702+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:49.702+0100,true,true,,,,,,,,Milestone,Activity-SignDocument|Milestone-End
ValidateInvoice,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:46.702+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:46.702+0100,true,true,,,,,,,,Milestone,Activity-ValidateInvoice|Milestone-End
SignDocument,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:46.702+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:46.702+0100,true,true,,,,,,,,Milestone,Activity-SignDocument|Milestone-Start
Third-PartyLogging,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:54.702+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:54.702+0100,true,true,,,,,,,,Milestone,Activity-Third-PartyLogging|Milestone-Start
InboundInvoice,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,true,true,,,,,,,,Milestone,Activity-InboundInvoice|Milestone-End
SendToPartner,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,,,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:57.702+0100,Running,,2023-10-17 16:37:57.702+0100,2023-10-17 16:38:05.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:38:05.702+0100,2023-10-17 16:37:57.702+0100,,,8000,16000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-SendToPartner|Section-1
ValidateInvoice,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,,,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:46.702+0100,Completed,,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:46.702+0100,2000,2000,4000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-ValidateInvoice|Section-1
Third-PartyLogging,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,,,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:57.702+0100,Completed,,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:57.702+0100,3000,3000,6000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-Third-PartyLogging|Section-1
SignDocument,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,,,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:49.702+0100,Completed,,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:49.702+0100,3000,3000,6000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-SignDocument|Section-1
Third-PartyValidation,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,,,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:54.702+0100,Completed,,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:54.702+0100,10000,10000,20000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-Third-PartyValidation|Section-1
InboundInvoice,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,,,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,Completed,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,10000,10000,20000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-InboundInvoice|Section-1
BackupDocument,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,,,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:55.702+0100,Completed,,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:55.702+0100,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:55.702+0100,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:55.702+0100,6000,6000,12000,false,,,,,false,,,,,,,,,,,,,,,,1,Start,End,0,,,,Section,Activity-BackupDocument|Section-1
,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,Third Party,Third Party description,ThirdParty,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:57.702+0100,Completed,On Time,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:57.702+0100,13000,13000,26000,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,Task,Task-ThirdParty
,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,Document Handler,Document Handler description,DocumentHandler,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:55.702+0100,Completed,On Time,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:55.702+0100,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:55.702+0100,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:55.702+0100,9000,9000,18000,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,Task,Task-DocumentHandler
,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,,,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:34.702+0100,Pending,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.SendToPartner.Complete,2023-10-17 16:38:05.702+0100,,2023-10-17 16:38:05.702+0100,,,,false,,,End,,,86f59bc5-b030-47d2-9c5c-27270372830a,SendToPartner,,Transition,Transition-86f59bc5-b030-47d2-9c5c-27270372830a
,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,,,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Inbound.Complete,2023-10-17 16:37:44.702+0100,,2023-10-17 16:37:44.702+0100,,2023-10-17 16:37:44.702+0100,,true,,,End,Start,,7cd274df-ddf4-44bf-af89-3452d26a681b,InboundInvoice,Third-PartyValidation,Transition,Transition-7cd274df-ddf4-44bf-af89-3452d26a681b
,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,,,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:57.702+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.3PL.Complete,2023-10-17 16:37:57.702+0100,,2023-10-17 16:37:57.702+0100,,2023-10-17 16:37:57.702+0100,,true,,,End,Start,,0d9dd29c-e8fc-46bc-be4b-b681790cc1c9,Third-PartyLogging,SendToPartner,Transition,Transition-0d9dd29c-e8fc-46bc-be4b-b681790cc1c9
,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,,,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Inbound.Complete,2023-10-17 16:37:44.702+0100,,2023-10-17 16:37:44.702+0100,,2023-10-17 16:37:44.702+0100,,true,,,End,Start,,2d5e833f-ab9b-46b5-a03d-23618273e2e0,InboundInvoice,ValidateInvoice,Transition,Transition-2d5e833f-ab9b-46b5-a03d-23618273e2e0
,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,,,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:55.702+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.BackupDoc.Complete,2023-10-17 16:37:55.702+0100,,2023-10-17 16:37:55.702+0100,,2023-10-17 16:37:55.702+0100,,true,,,End,Start,,31f69dff-31c3-4706-89d7-868f2991035a,BackupDocument,SendToPartner,Transition,Transition-31f69dff-31c3-4706-89d7-868f2991035a
,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,,,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:49.702+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.SignDoc.Complete,2023-10-17 16:37:49.702+0100,,2023-10-17 16:37:49.702+0100,,2023-10-17 16:37:49.702+0100,,true,,,End,Start,,d6f032e1-4fa0-49db-b6f5-14653ce2951d,SignDocument,BackupDocument,Transition,Transition-d6f032e1-4fa0-49db-b6f5-14653ce2951d
,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,,,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:46.702+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Validate.Complete,2023-10-17 16:37:46.702+0100,,2023-10-17 16:37:46.702+0100,,2023-10-17 16:37:46.702+0100,,true,,,End,Start,,d2714a36-ec27-43f5-9594-fd7949d389b1,ValidateInvoice,SignDocument,Transition,Transition-d2714a36-ec27-43f5-9594-fd7949d389b1
,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,,,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:54.702+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.3PV.Complete,2023-10-17 16:37:54.702+0100,,2023-10-17 16:37:54.702+0100,,2023-10-17 16:37:54.702+0100,,true,,,End,Start,,b5b8a343-db77-4a64-8755-484446ec2662,Third-PartyValidation,Third-PartyLogging,Transition,Transition-b5b8a343-db77-4a64-8755-484446ec2662
,d6525ee4-bb59-454c-9b67-a2f3f928a311,ParallelProcessing_1.0,,,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:34.702+0100,Activated,,,,,,,,,,,,,,,,,,,,,,,ERP.Invoice.Inbound.Trigger.ParallelProcessing,2023-10-17 16:37:34.702+0100,,2023-10-17 16:37:34.702+0100,,2023-10-17 16:37:34.702+0100,,true,,,,Start,,8c878202-82e0-4e23-99eb-3bfad5f35048,,InboundInvoice,Transition,Transition-8c878202-82e0-4e23-99eb-3bfad5f35048
ValidateInvoice,d0181f2e-7fb9-4046-b914-0fb170752275,ParallelProcessing_1.0,Validate Invoice,Validate Invoice description,,,,50,250,175,50,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:56.702+0100,Completed,Delayed,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:56.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:56.702+0100,12000,2000,4000,false,,,,,false,true,Code-6201,Error message 6201,92426.5,,,,,,,,,,,,,,,,,,,Activity,Activity-ValidateInvoice
InboundInvoice,d0181f2e-7fb9-4046-b914-0fb170752275,ParallelProcessing_1.0,Inbound Invoice,Inbound Invoice description,,,,50,50,50,50,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,Completed,On Time,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,10000,10000,20000,false,,,,,false,false,,,92426.5,,,,,,,,,,,,,,,,,,,Activity,Activity-InboundInvoice
Third-PartyValidation,d0181f2e-7fb9-4046-b914-0fb170752275,ParallelProcessing_1.0,Third-Party Validation,Third-Party Validation description,ThirdParty,,,250,50,200,125,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:54.702+0100,Completed,On Time,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:54.702+0100,10000,10000,20000,false,,,,,false,false,,,92426.5,,,,,,,,,,,,,,,,,,,Activity,Activity-Third-PartyValidation
Third-PartyLogging,d0181f2e-7fb9-4046-b914-0fb170752275,ParallelProcessing_1.0,Third-Party Logging,Third-Party Logging description,ThirdParty,,,450,50,350,125,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:57.702+0100,Completed,On Time,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:57.702+0100,3000,3000,6000,false,,,,,false,false,,,92426.5,,,,,,,,,,,,,,,,,,,Activity,Activity-Third-PartyLogging
BackupDocument,d0181f2e-7fb9-4046-b914-0fb170752275,ParallelProcessing_1.0,Backup Document,Backup Document description,DocumentHandler,,,250,350,375,50,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:59.702+0100,Running,Delayed,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:55.702+0100,2023-10-17 16:37:59.702+0100,2023-10-17 16:38:05.702+0100,2023-10-17 16:37:59.702+0100,,,6000,12000,false,,,,,false,false,,,92426.5,,,,,,,,,,,,,,,,,,,Activity,Activity-BackupDocument
SendToPartner,d0181f2e-7fb9-4046-b914-0fb170752275,ParallelProcessing_1.0,Send to Partner,Send to Partner description,,,,450,350,500,50,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:34.702+0100,Pending,Jeopardy,2023-10-17 16:37:57.702+0100,2023-10-17 16:38:05.702+0100,2023-10-17 16:38:05.702+0100,2023-10-17 16:38:13.702+0100,,,,8000,16000,false,,,,,false,false,,,92426.5,,,,,,,,,,,,,,,,,,,Activity,Activity-SendToPartner
SignDocument,d0181f2e-7fb9-4046-b914-0fb170752275,ParallelProcessing_1.0,Sign Document,Sign Document description,DocumentHandler,,,250,250,275,50,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:59.702+0100,Completed,Delayed,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:56.702+0100,2023-10-17 16:37:59.702+0100,2023-10-17 16:37:56.702+0100,2023-10-17 16:37:59.702+0100,3000,3000,6000,false,,,,,false,false,,,92426.5,,,,,,,,,,,,,,,,,,,Activity,Activity-SignDocument
InboundInvoice,d0181f2e-7fb9-4046-b914-0fb170752275,ParallelProcessing_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,true,true,,,,,,,,Milestone,Activity-InboundInvoice|Milestone-End
SendToPartner,d0181f2e-7fb9-4046-b914-0fb170752275,ParallelProcessing_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:34.702+0100,Pending,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:38:05.702+0100,2023-10-17 16:38:05.702+0100,2023-10-17 16:38:13.702+0100,2023-10-17 16:38:13.702+0100,,,false,false,,,,,,,,Milestone,Activity-SendToPartner|Milestone-End
ValidateInvoice,d0181f2e-7fb9-4046-b914-0fb170752275,ParallelProcessing_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:44.702+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,2023-10-17 16:37:44.702+0100,true,true,,,,,,,,Milestone,Activity-ValidateInvoice|Milestone-Start
InboundInvoice,d0181f2e-7fb9-4046-b914-0fb170752275,ParallelProcessing_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:34.702+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:34.702+0100,true,true,,,,,,,,Milestone,Activity-InboundInvoice|Milestone-Start
SignDocument,d0181f2e-7fb9-4046-b914-0fb170752275,ParallelProcessing_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:59.702+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:49.702+0100,2023-10-17 16:37:59.702+0100,2023-10-17 16:37:59.702+0100,2023-10-17 16:37:59.702+0100,2023-10-17 16:37:59.702+0100,true,true,,,,,,,,Milestone,Activity-SignDocument|Milestone-End
Third-PartyLogging,d0181f2e-7fb9-4046-b914-0fb170752275,ParallelProcessing_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:54.702+0100,Released,,,,,,,,,,,,,,,,,,,,,Start,,,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:54.702+0100,2023-10-17 16:37:54.702+0100,true,true,,,,,,,,Milestone,Activity-Third-PartyLogging|Milestone-Start
Third-PartyLogging,d0181f2e-7fb9-4046-b914-0fb170752275,ParallelProcessing_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:57.702+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:57.702+0100,true,true,,,,,,,,Milestone,Activity-Third-PartyLogging|Milestone-End
ValidateInvoice,d0181f2e-7fb9-4046-b914-0fb170752275,ParallelProcessing_1.0,End,End description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:56.702+0100,Released,,,,,,,,,,,,,,,,,,,,,End,,,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:46.702+0100,2023-10-17 16:37:56.702+0100,2023-10-17 16:37:56.702+0100,2023-10-17 16:37:56.702+0100,2023-10-17 16:37:56.702+0100,true,true,,,,,,,,Milestone,Activity-ValidateInvoice|Milestone-End
SendToPartner,d0181f2e-7fb9-4046-b914-0fb170752275,ParallelProcessing_1.0,Start,Start description,,,,,,,,2023-10-17 16:37:34.702+0100,2023-10-17 16:37:57.702+0100,Activated,,,,,,,,,,,,,,,,,,,,,Start,All Activated,,2023-10-17 16:37:55.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:37:57.702+0100,2023-10-17 16:38:05.702+0100,2023-10-17 16:37:57.702+0100,,true,false,,,,,,,,Milestone,Activity-SendToPartner|Milestone-Start
